Names	Conditions
P6_K10	P6_R2_PARP10/15_IN_3_2
P6_K11	P6_R2_Hypocrellin_A_2
P6_K12	P6_R2_Daphnetin_2
P6_K13	"P6_R2_1,4_DPCA_2"
P6_K14	P6_R2_EHMT2_IN_2_2
P6_K15	P6_R2_E1231_2
P6_K16	P6_R2_ADTL_SA1215_2
P6_K17	P6_R2_MS049_2
P6_K18	P6_R2_Velutin_2
P6_K19	P6_R2_TRC160334_2
P6_K20	P6_R2_Selisistat_2
P6_K21	P6_R2_FT895_2
P6_K22	P6_R2_Curcumin_2
P6_L03	P6_R2_CM_675_2
P6_L04	P6_R2_Biotinylated_JQ1_2
P6_L05	P6_R2_Pulrodemstat_(benzenesulfonate)_2
P6_L06	P6_R2_K_756_2
P6_L07	P6_R2_O_304_2
P6_L08	P6_R2_IOX2_2
P6_L09	P6_R2_ITSA_1_2
P6_L10	P6_R2_CM_579_trihydrochloride_2
P6_L11	P6_R2_BET_bromodomain_inhibitor_1_2
P6_L12	P6_R2_E7016_2
P6_L13	P6_R2_M344_2
P6_L14	P6_R2_PIN1_inhibitor_API_1_2
P6_L15	P6_R2_DPQ_2
P6_L16	P6_R2_4'_Bromo_resveratrol_2
P6_L17	P6_R2_Furamidine_(dihydrochloride)_2
P6_L18	"P6_R2__,__Dimethylacrylshikonin_2"
P6_L19	P6_R2_Suramin_(sodium_salt)_2
P6_L20	P6_R2_Baricitinib_2
P6_L21	P6_R2_[6]_Gingerol_2
P6_L22	P6_R2_Platycodin_D_2
P6_M03	P6_R2_BCI_121_2
P6_M04	P6_R2_NHWD_870_2
P6_M05	P6_R2_BJE6_106_2
P6_M06	P6_R2_EML_425_2
P6_M07	P6_R2_5_Fluoro_2'_deoxycytidine_2
P6_M08	P6_R2_SR_4370_2
P6_M09	P6_R2_TIQ_A_2
P6_M10	P6_R2_BG45_2
P6_M11	P6_R2_Hinokitiol_2
P6_M12	P6_R2_Camptothecin_2
P6_M13	P6_R2_IDF_11774_2
P6_M14	P6_R2_A_966492_2
P6_M15	P6_R2_KDM2B_IN_2_2
P6_M16	P6_R2_JGB1741_2
P6_M17	P6_R2_Histone_Acetyltransferase_Inhibitor_II_2
P6_M18	P6_R2_EZH2_IN_13_2
P6_M19	P6_R2_BRD3308_2
P6_M20	P6_R2_Upadacitinib_2
P6_M21	P6_R2_Decursin_2
P6_M22	P6_R2_Chlorogenic_acid_2
P6_N03	P6_R2_NSC_663284_2
P6_N04	P6_R2_CF53_2
P6_N05	P6_R2_SIRT_IN_3_2
P6_N06	P6_R2_PI3K/Akt/CREB_activator_1_2
P6_N07	P6_R2_GSK106_2
P6_N08	P6_R2_DTP3_2
P6_N09	P6_R2_CBB1007_(trihydrochloride)_2
P6_N10	P6_R2_BAY_598_2
P6_N11	P6_R2_PU139_2
P6_N12	P6_R2_Narazaciclib_2
P6_N13	P6_R2_Bomedemstat_(dihydrochloride)_2
P6_N14	P6_R2_Molibresib_2
P6_N15	P6_R2_GN44028_2
P6_N16	P6_R2_OTS193320_2
P6_N17	P6_R2_GSK_J4_(hydrochloride)_2
P6_N18	P6_R2_Moracin_P_2
P6_N19	P6_R2_Belzutifan_2
P6_N20	P6_R2_6_Thioguanine_2
P6_N21	P6_R2_Peficitinib_2
P6_N22	P6_R2_BC1618_2
P6_O03	P6_R2_GSK620_2
P6_O04	P6_R2_SGC_iMLLT_2
P6_O05	P6_R2_Ganoderic_acid_D_2
P6_O06	P6_R2_Menin_MLL_inhibitor_MI_2_2
P6_O07	P6_R2_XAV_939_2
P6_O08	P6_R2_Scriptaid_2
P6_O09	P6_R2_Pinometostat_2
P6_O10	P6_R2_Dehydrocorydaline_2
P6_O11	P6_R2___Oryzanol_2
P6_O12	"P6_R2_5,_7,_4'__Trimethoxyflavone_2"
P6_O13	P6_R2_NCGC00244536_2
P6_O14	P6_R2_MK_8617_2
P6_O15	P6_R2_PFI_1_2
P6_O16	P6_R2_WM_8014_2
P6_O17	P6_R2_NVS_CECR2_1_2
P6_O18	P6_R2_GSK2801_2
P6_O19	P6_R2_PF_9363_2
P6_O20	P6_R2_Vorinostat_2
P6_O21	P6_R2_Palmatine_(chloride)_2
P6_O22	P6_R2_Rottlerin_2
P6_P03	P6_R2_RK_287107_2
P6_P04	P6_R2_BRD7_IN_1_2
P6_P05	P6_R2_AZ9482_2
P6_P06	P6_R2_YF_2_(hydrochloride)_2
P6_P07	P6_R2_CPI_455_2
P6_P08	P6_R2_RBN_3143_2
P6_P09	P6_R2_QC6352_2
P6_P10	P6_R2_EEDi_5285_2
P6_P11	P6_R2_FHT_1015_2
P6_P12	P6_R2_EZM0414_(TFA)_2
P6_P13	P6_R2_KA2507_2
P6_P14	P6_R2_Salermide_2
P6_P15	P6_R2_CPTH2_2
P6_P16	P6_R2_Tasquinimod_2
P6_P17	P6_R2_SIRT1_IN_2_2
P6_P18	P6_R2_RGFP966_2
P6_P19	P6_R2_Tubastatin_A_(Hydrochloride)_2
P6_P20	P6_R2_Dehydrocorydaline_(chloride)_2
P6_P21	P6_R2_Mocetinostat_2
P6_P22	P6_R2_Ionomycin_2
P7_A03	P7_R2_UNC926_1
P7_A04	P7_R2_LY3295668_1
P7_A05	P7_R2_Hispidulin_1
P7_A06	P7_R2_Chiauranib_1
P7_A07	P7_R2_Pseudoprotodioscin_1
P7_A08	P7_R2_Ilunocitinib_1
P7_A09	P7_R2_Amodiaquine_1
P7_A10	P7_R2_PROTAC_BRD4_ligand_1_1
P7_A11	P7_R2___Stat_(trisodium)_1
P7_A12	P7_R2_PJ34_(hydrochloride)_1
P7_B03	"P7_R2_3',4'_Dimethoxyflavone_1"
P7_B04	P7_R2_Etilefrine_(hydrochloride)_1
P7_B05	P7_R2_Theophylline_1
P7_B06	P7_R2_Acriflavine_(hydrochloride)_1
P7_B07	P7_R2_Brevilin_A_1
P7_B08	P7_R2_Verbascoside_1
P7_B09	P7_R2_SIRT2_IN_11_1
P7_B10	P7_R2_MAT2A_inhibitor_1_1
P7_B11	P7_R2_Hydralazine_(hydrochloride)_1
P7_B12	P7_R2_Amifostine_1
P7_C03	P7_R2_Procainamide_1
P7_C04	P7_R2_CHZ868_1
P7_C05	P7_R2_Tozasertib_1
P7_C06	P7_R2_TMPA_1
P7_C07	P7_R2_Izilendustat_1
P7_C08	P7_R2_Pyroxamide_1
P7_C09	P7_R2_Bakkenolide_A_1
P7_C10	P7_R2_Enoxacin_(hydrate)_1
P7_C11	P7_R2_Protein_Kinase_C_(19_31)_1
P7_C12	P7_R2_Diosgenin_1
P7_D03	P7_R2_SIRT5_inhibitor_1_1
P7_D04	P7_R2_EPZ020411_(hydrochloride)_1
P7_D05	P7_R2_ARV_771_1
P7_D06	P7_R2_Marein_1
P7_D07	P7_R2_NMS_P118_1
P7_D08	P7_R2_AR_42_1
P7_D09	P7_R2_PT2399_1
P7_D10	P7_R2_Uzansertib_(phosphate)_1
P7_D11	P7_R2_Phenformin_(hydrochloride)_1
P7_D12	P7_R2_MS417_1
P7_E03	P7_R2_Anacardic_Acid_1
P7_E04	P7_R2_AZ6102_1
P7_E05	P7_R2_Fimepinostat_1
P7_E06	P7_R2_I_CBP112_1
P7_E07	P7_R2_AKBA_1
P7_E08	P7_R2_Hypericin_1
P7_E09	P7_R2_MC4033_1
P7_E10	P7_R2_EBI_2511_1
P7_E11	P7_R2_Hydroxycitric_acid_(tripotassium_hydrate)_1
P7_E12	P7_R2_Fucosterol_1
P7_F03	P7_R2_KW_2449_1
P7_F04	P7_R2_Midostaurin_1
P7_F05	P7_R2_Zabadinostat_1
P7_F06	P7_R2_Valemetostat_1
P7_F07	P7_R2_DC_517_1
P7_F08	P7_R2_Bromodomain_inhibitor_8_1
P7_F09	P7_R2_DL_erythro_Dihydrosphingosine_1
P7_F10	P7_R2_TAK_901_1
P7_F11	P7_R2_3_Aminobenzamide_1
P7_F12	P7_R2_(+)_JQ1_PA_1
P7_G03	P7_R2_Izencitinib_1
P7_G04	P7_R2_Itacitinib_adipate_1
P7_G05	P7_R2_Seclidemstat_1
P7_G06	P7_R2_Deucravacitinib_1
P7_G07	P7_R2_Pinoresinol_dimethyl_ether_1
P7_G08	P7_R2_KAT_modulator_1_1
P7_G09	P7_R2_1_Oleoyl_2_acetyl_sn_glycerol_1
P7_G10	P7_R2_JAK_IN_5_(hydrochloride)_1
P7_G11	P7_R2_SAMS_1
P7_G12	P7_R2_Aurothiomalate_(sodium)_1
P7_H03	P7_R2_Piribedil_1
P7_H04	P7_R2_Itacitinib_1
P7_H05	P7_R2_Golidocitinib_1
P7_H06	P7_R2_Kahweol_1
P7_H07	"P7_R2_5,7_Dihydroxychromone_1"
P7_H08	P7_R2_PS432_1
P7_H09	P7_R2_HIF_PHD_IN_1_1
P7_H10	P7_R2_Notoginsenoside_Ft1_1
P7_H11	P7_R2___Stat_1
P7_H12	P7_R2_Chitosan_oligosaccharide_1
P7_I03	P7_R2_Londamocitinib_1
P7_I04	P7_R2_Ricolinostat_1
P7_I05	P7_R2_Nampt_IN_3_1
P7_I06	P7_R2_BMS_911543_1
P7_I07	P7_R2_Ampkinone_1
P7_I08	P7_R2_CBB1007_(hydrochloride)_1
P7_I09	P7_R2_CTRL_1
P7_I10	P7_R2_CCT129202_1
P7_I11	P7_R2_RN_1_(dihydrochloride)_1
P7_I12	P7_R2_CTRL_2
P7_J03	P7_R2_DMOG_1
P7_J04	P7_R2_AMG_900_1
P7_J05	P7_R2_HTH_01_015_1
P7_J06	P7_R2_Palmatine_(hydroxide)_1
P7_J07	P7_R2_4'_Methoxychalcone_1
P7_J08	P7_R2_JAK_IN_26_1
P7_J09	P7_R2_CTRL_3
P7_J10	P7_R2_NSC668394_1
P7_J11	P7_R2_Deferoxamine_(mesylate)_1
P7_J12	P7_R2_CTRL_4
P7_K03	P7_R2_AMG_47a_1
P7_K04	P7_R2_Phorbol_12_myristate_13_acetate_1
P7_K05	P7_R2_Deferoxamine_1
P7_K06	P7_R2_ASP4132_1
P7_K07	P7_R2_BI_1622_1
P7_K08	P7_R2_CARM1_IN_3_(dihydrochloride)_1
P7_K09	P7_R2_CTRL_5
P7_K10	P7_R2_RGB_286638_(free_base)_1
P7_K11	P7_R2_Iadademstat_(dihydrochloride)_1
P7_K12	P7_R2_CTRL_6
P7_L03	P7_R2_Ilginatinib_(maleate)_1
P7_L04	P7_R2_XL228_1
P7_L05	P7_R2_Lixumistat_(acetate)_1
P7_L06	P7_R2_Scopolin_1
P7_L07	P7_R2_Flufenamic_acid_1
P7_L08	P7_R2_MI_503_1
P7_L09	P7_R2_CTRL_7
P7_L10	P7_R2_Demethyleneberberine_(chloride)_1
P7_L11	P7_R2_EPZ004777_(hydrochloride)_1
P7_L12	P7_R2_CTRL_8
P7_M03	P7_R2___Hydroxyglutaric_acid_(disodium)_1
P7_M04	P7_R2_Ilginatinib_hydrochloride_1
P7_M05	P7_R2_Crotonoside_1
P7_M06	P7_R2_Afuresertib_(hydrochloride)_1
P7_M07	P7_R2_Dihydrocoumarin_1
P7_M08	P7_R2_UNC0646_1
P7_M09	P7_R2_CTRL_9
P7_M10	P7_R2_Gardenia_Yellow_1
P7_M11	P7_R2_Lithium_citrate_(tetrahydrate)_1
P7_M12	P7_R2_CTRL_10
P7_N03	P7_R2_Pacritinib_1
P7_N04	P7_R2_N_Desmethyltamoxifen_(hydrochloride)_1
P7_N05	P7_R2_Ruboxistaurin_1
P7_N06	P7_R2_Ginsenoside_Rk1_1
P7_N07	P7_R2_Desidustat_1
P7_N08	P7_R2_GSK046_1
P7_N09	P7_R2_CTRL_11
P7_N10	P7_R2_CTRL_12
P7_N11	P7_R2_AICAR_(phosphate)_1
P7_N12	P7_R2_CTRL_13
P7_O03	P7_R2_Cerdulatinib_(hydrochloride)_1
P7_O04	P7_R2_Niraparib_1
P7_O05	P7_R2_Vaccarin_1
P7_O06	P7_R2_SIM1_1
P7_O07	P7_R2_Ifidancitinib_1
P7_O08	P7_R2_UNC2400_1
P7_O09	P7_R2_CTRL_14
P7_O10	P7_R2_CTRL_15
P7_O11	P7_R2_Glucosamine_1
P7_O12	P7_R2_CTRL_16
P7_P03	"P7_R2_(S,R,S)_AHPC_C2_amide_benzofuranylmethyl_pyridine_1"
P7_P04	P7_R2_Amodiaquine_(dihydrochloride)_1
P7_P05	P7_R2_Panobinostat_1
P7_P06	P7_R2_Resminostat_(hydrochloride)_1
P7_P07	P7_R2_Afuresertib_1
P7_P08	P7_R2_Gramicidin_A_1
P7_P09	P7_R2_CTRL_17
P7_P10	P7_R2_CTRL_18
P7_P11	P7_R2_Glucosamine_(sulfate)_1
P7_P12	P7_R2_CTRL_19
P8_A03	P8_R2_UNC926_2
P8_A04	P8_R2_LY3295668_2
P8_A05	P8_R2_Hispidulin_2
P8_A06	P8_R2_Chiauranib_2
P8_A07	P8_R2_Pseudoprotodioscin_2
P8_A08	P8_R2_Ilunocitinib_2
P8_A09	P8_R2_Amodiaquine_2
P8_A10	P8_R2_PROTAC_BRD4_ligand_1_2
P8_A11	P8_R2___Stat_(trisodium)_2
P8_A12	P8_R2_PJ34_(hydrochloride)_2
P8_B03	"P8_R2_3',4'_Dimethoxyflavone_2"
P8_B04	P8_R2_Etilefrine_(hydrochloride)_2
P8_B05	P8_R2_Theophylline_2
P8_B06	P8_R2_Acriflavine_(hydrochloride)_2
P8_B07	P8_R2_Brevilin_A_2
P8_B08	P8_R2_Verbascoside_2
P8_B09	P8_R2_SIRT2_IN_11_2
P8_B10	P8_R2_MAT2A_inhibitor_1_2
P8_B11	P8_R2_Hydralazine_(hydrochloride)_2
P8_B12	P8_R2_Amifostine_2
P8_C03	P8_R2_Procainamide_2
P8_C04	P8_R2_CHZ868_2
P8_C05	P8_R2_Tozasertib_2
P8_C06	P8_R2_TMPA_2
P8_C07	P8_R2_Izilendustat_2
P8_C08	P8_R2_Pyroxamide_2
P8_C09	P8_R2_Bakkenolide_A_2
P8_C10	P8_R2_Enoxacin_(hydrate)_2
P8_C11	P8_R2_Protein_Kinase_C_(19_31)_2
P8_C12	P8_R2_Diosgenin_2
P8_D03	P8_R2_SIRT5_inhibitor_1_2
P8_D04	P8_R2_EPZ020411_(hydrochloride)_2
P8_D05	P8_R2_ARV_771_2
P8_D06	P8_R2_Marein_2
P8_D07	P8_R2_NMS_P118_2
P8_D08	P8_R2_AR_42_2
P8_D09	P8_R2_PT2399_2
P8_D10	P8_R2_Uzansertib_(phosphate)_2
P8_D11	P8_R2_Phenformin_(hydrochloride)_2
P8_D12	P8_R2_MS417_2
P8_E03	P8_R2_Anacardic_Acid_2
P8_E04	P8_R2_AZ6102_2
P8_E05	P8_R2_Fimepinostat_2
P8_E06	P8_R2_I_CBP112_2
P8_E07	P8_R2_AKBA_2
P8_E08	P8_R2_Hypericin_2
P8_E09	P8_R2_MC4033_2
P8_E10	P8_R2_EBI_2511_2
P8_E11	P8_R2_Hydroxycitric_acid_(tripotassium_hydrate)_2
P8_E12	P8_R2_Fucosterol_2
P8_F03	P8_R2_KW_2449_2
P8_F04	P8_R2_Midostaurin_2
P8_F05	P8_R2_Zabadinostat_2
P8_F06	P8_R2_Valemetostat_2
P8_F07	P8_R2_DC_517_2
P8_F08	P8_R2_Bromodomain_inhibitor_8_2
P8_F09	P8_R2_DL_erythro_Dihydrosphingosine_2
P8_F10	P8_R2_TAK_901_2
P8_F11	P8_R2_3_Aminobenzamide_2
P8_F12	P8_R2_(+)_JQ1_PA_2
P8_G03	P8_R2_Izencitinib_2
P8_G04	P8_R2_Itacitinib_adipate_2
P8_G05	P8_R2_Seclidemstat_2
P8_G06	P8_R2_Deucravacitinib_2
P8_G07	P8_R2_Pinoresinol_dimethyl_ether_2
P8_G08	P8_R2_KAT_modulator_1_2
P8_G09	P8_R2_1_Oleoyl_2_acetyl_sn_glycerol_2
P8_G10	P8_R2_JAK_IN_5_(hydrochloride)_2
P8_G11	P8_R2_SAMS_2
P8_G12	P8_R2_Aurothiomalate_(sodium)_2
P8_H03	P8_R2_Piribedil_2
P8_H04	P8_R2_Itacitinib_2
P8_H05	P8_R2_Golidocitinib_2
P8_H06	P8_R2_Kahweol_2
P8_H07	"P8_R2_5,7_Dihydroxychromone_2"
P8_H08	P8_R2_PS432_2
P8_H09	P8_R2_HIF_PHD_IN_1_2
P8_H10	P8_R2_Notoginsenoside_Ft1_2
P8_H11	P8_R2___Stat_2
P8_H12	P8_R2_Chitosan_oligosaccharide_2
P8_I03	P8_R2_Londamocitinib_2
P8_I04	P8_R2_Ricolinostat_2
P8_I05	P8_R2_Nampt_IN_3_2
P8_I06	P8_R2_BMS_911543_2
P8_I07	P8_R2_Ampkinone_2
P8_I08	P8_R2_CBB1007_(hydrochloride)_2
P8_I09	P8_R2_CTRL_20
P8_I10	P8_R2_CCT129202_2
P8_I11	P8_R2_RN_1_(dihydrochloride)_2
P8_I12	P8_R2_CTRL_21
P8_J03	P8_R2_DMOG_2
P8_J04	P8_R2_AMG_900_2
P8_J05	P8_R2_HTH_01_015_2
P8_J06	P8_R2_Palmatine_(hydroxide)_2
P8_J07	P8_R2_4'_Methoxychalcone_2
P8_J08	P8_R2_JAK_IN_26_2
P8_J09	P8_R2_CTRL_22
P8_J10	P8_R2_NSC668394_2
P8_J11	P8_R2_Deferoxamine_(mesylate)_2
P8_J12	P8_R2_CTRL_23
P8_K03	P8_R2_AMG_47a_2
P8_K04	P8_R2_Phorbol_12_myristate_13_acetate_2
P8_K05	P8_R2_Deferoxamine_2
P8_K06	P8_R2_ASP4132_2
P8_K07	P8_R2_BI_1622_2
P8_K08	P8_R2_CARM1_IN_3_(dihydrochloride)_2
P8_K09	P8_R2_CTRL_24
P8_K10	P8_R2_RGB_286638_(free_base)_2
P8_K11	P8_R2_Iadademstat_(dihydrochloride)_2
P8_K12	P8_R2_CTRL_25
P8_L03	P8_R2_Ilginatinib_(maleate)_2
P8_L04	P8_R2_XL228_2
P8_L05	P8_R2_Lixumistat_(acetate)_2
P8_L06	P8_R2_Scopolin_2
P8_L07	P8_R2_Flufenamic_acid_2
P8_L08	P8_R2_MI_503_2
P8_L09	P8_R2_CTRL_26
P8_L10	P8_R2_Demethyleneberberine_(chloride)_2
P8_L11	P8_R2_EPZ004777_(hydrochloride)_2
P8_L12	P8_R2_CTRL_27
P8_M03	P8_R2___Hydroxyglutaric_acid_(disodium)_2
P8_M04	P8_R2_Ilginatinib_hydrochloride_2
P8_M05	P8_R2_Crotonoside_2
P8_M06	P8_R2_Afuresertib_(hydrochloride)_2
P8_M07	P8_R2_Dihydrocoumarin_2
P8_M08	P8_R2_UNC0646_2
P8_M09	P8_R2_CTRL_28
P8_M10	P8_R2_Gardenia_Yellow_2
P8_M11	P8_R2_Lithium_citrate_(tetrahydrate)_2
P8_M12	P8_R2_CTRL_29
P8_N03	P8_R2_Pacritinib_2
P8_N04	P8_R2_N_Desmethyltamoxifen_(hydrochloride)_2
P8_N05	P8_R2_Ruboxistaurin_2
P8_N06	P8_R2_Ginsenoside_Rk1_2
P8_N07	P8_R2_Desidustat_2
P8_N08	P8_R2_GSK046_2
P8_N09	P8_R2_CTRL_30
P8_N10	P8_R2_CTRL_31
P8_N11	P8_R2_AICAR_(phosphate)_2
P8_N12	P8_R2_CTRL_32
P8_O03	P8_R2_Cerdulatinib_(hydrochloride)_2
P8_O04	P8_R2_Niraparib_2
P8_O05	P8_R2_Vaccarin_2
P8_O06	P8_R2_SIM1_2
P8_O07	P8_R2_Ifidancitinib_2
P8_O08	P8_R2_UNC2400_2
P8_O09	P8_R2_CTRL_34
P8_O10	P8_R2_CTRL_35
P8_O11	P8_R2_Glucosamine_2
P8_O12	P8_R2_CTRL_36
P8_P03	"P8_R2_(S,R,S)_AHPC_C2_amide_benzofuranylmethyl_pyridine_2"
P8_P04	P8_R2_Amodiaquine_(dihydrochloride)_2
P8_P05	P8_R2_Panobinostat_2
P8_P06	P8_R2_Resminostat_(hydrochloride)_2
P8_P07	P8_R2_Afuresertib_2
P8_P08	P8_R2_Gramicidin_A_2
P8_P09	P8_R2_CTRL_37
P8_P10	P8_R2_CTRL_38
P8_P11	P8_R2_Glucosamine_(sulfate)_2
P8_P12	P8_R2_CTRL_39
